# Urhobo Tone-Marked Reference Lexicon (v1.0)
# Canonical Africanist Tone System:
#   High (H): acute accent (´) -> e.g. á, é, ẹ́, í, ó, ọ́, ú
#   Low (L): grave accent (`) -> e.g. à, è, ẹ̀, ì, ò, ọ̀, ù
#   Rising (LH): caron (ˇ) -> e.g. ǎ, ǐ, ǒ
#   Falling (HL): circumflex (ˆ) -> e.g. â, ô
#   Mid / Neutral (M): unmarked vowel -> e.g. a, e, ẹ, i, o, ọ, u
# Orthographic vowels: a, e, ẹ (U+1EB9), i, o, ọ (U+1ECD), u
# Columns: plain_form	canonical_tone_form	gloss_en	pos	source_ids	agreement	needs_review	reviewed
plain_form	canonical_tone_form	gloss_en	pos	source_ids	agreement	needs_review	reviewed
gbọn	gbọn	smell	v.i	ukere_1986	False	True	False
gegerege	gegerege	very high	id.	ukere_1986	False	True	False
geri	Geri	Vomit	n.	okrokoto_2020	False	True	False
gh	GH	Digraph GH / sound /ɣ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
gha	Gha	Open  up  e.g.( Umbrella  or  eye	n.	okrokoto_2020	False	True	False
gha	gha	forbid / Forbid	v.i	okrokoto_2020,ukere_1986	True	False	True
ghaghare	ghagháre	costly, dear, expensive	a.	ukere_1986	False	True	False
ghare	Ghare	Expensive	n.	okrokoto_2020	False	True	False
ghare	ghare	divide / Divide	v.t	okrokoto_2020,ukere_1986	True	False	True
gheregbe	gheregbe	expansive	a.	ukere_1986	False	True	False
ghevweghe	ghevweghe	ordinary	a.	ukere_1986	False	True	False
gho	gho	hoot at / Hoot   him/her	v.t	okrokoto_2020,ukere_1986	True	False	True
ghoro	Ghoro	Roam ; Moving   around  without	n.	okrokoto_2020	False	True	False
ghoro	ghoro	hawk	v.t	ukere_1986	False	True	False
ghọ̀n	ɣ̃ɔ̃̀	be stiff	n.	ucla_phonetics	False	True	False
ghroghro	ghroghro	transparent	a.	ukere_1986	False	True	False
ghrẹghrẹ	ghrẹghrẹ	call someone's name poetically to make it more appealing	v.t	ukere_1986	False	True	False
ghw	GHW	Trigraph GHW / sound /ɣʷ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
ghwa	Ghwá	Gift  for  good  performance  e.g.  dancing	n.	okrokoto_2020	False	True	False
ghwa	ghwa	carry, take along / Carry	v.t	okrokoto_2020,ukere_1986	True	False	True
ghwaghwo	ghwaghwó	old	a.	ukere_1986	False	True	False
ghware	ghware	castrate	v.t	ukere_1986	False	True	False
ghwie	Ghwie	Uproot	n.	okrokoto_2020	False	True	False
ghwi§ẹ	Ghwiẹ̣	Fold  up   (e.g.) sun-dried clothes  ; Slap	n.	okrokoto_2020	False	True	False
ghwiẹ	ghwiẹ	slap	v.t	ukere_1986	False	True	False
ghwo	Ghwo	Old  ;  Ripe	n.	okrokoto_2020	False	True	False
ghwo	ghwo	exclamation of disappointment/surprise	excl.	ukere_1986	False	True	False
ghwoghwo	ghwoghwo	announce / Announce	v.t	grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
ghwori§ẹ	Ghworiẹ̣	Slippery	n.	okrokoto_2020	False	True	False
ghworiẹ	Ghworiẹ́	Rinse	n.	okrokoto_2020	False	True	False
ghworiẹ	ghworiẹ	slippery	a.	ukere_1986	False	True	False
ghworo	ghworo	massage	v.t	ukere_1986	False	True	False
ghworo	ghworo	rub / Rub	v.t	okrokoto_2020,ukere_1986	True	False	True
ghwru	Ghwru	Lost ; Cannot  find	n.	okrokoto_2020	False	True	False
ghwu	ɣwù	die / Die	v.i	okrokoto_2020,ucla_phonetics,ukere_1986	False	True	False
ghw§ẹ	Ghwẹ̣	Pack   stuff  with  palm  of  your  hands	n.	okrokoto_2020	False	True	False
ghw§ọ	Ghwọ̣	Quarrel  ;   Scold	n.	okrokoto_2020	False	True	False
ghwẹ	ghwẹ	pack (things)	v.t	ukere_1986	False	True	False
ghwọ	ghwọ	be angry	v.i	ukere_1986	False	True	False
ghwọghwọghwọ	Ghwọghwọghwọ	Un-sanitary  ;  Filthy	n.	okrokoto_2020	False	True	False
ghwọr§ọ	Ghwọrọ̣	Roam  in  a  road less  bush  or	n.	okrokoto_2020	False	True	False
ghwọr§ọ	Ghwọrọ̣	Waste (ghwọrọ  kufia =waste  away)	n.	okrokoto_2020	False	True	False
ghwọrọ	ghwọrọ	waste	v.t	ukere_1986	False	True	False
ghẹrẹ	Ghẹrẹ	Nurture  a  child ; Up bringing ; Nourish	n.	okrokoto_2020	False	True	False
ghọ	Ghọ	Presenting  kola  nut  and  money	n.	okrokoto_2020	False	True	False
ghọ	ghọ	entertain	v.t	ukere_1986	False	True	False
ghọghọ	ghọghọ	Rejoice / rejoice	n.	grammar_basic_course,okrokoto_2020	True	False	True
ghọriẹ	ghọriẹ	walk majestically	v.i	ukere_1986	False	True	False
gidigba	Gidigba	Very  big ; ( adj. showing  size.)	n.	okrokoto_2020	False	True	False
gidigba	gidigba	stout, massive	id.	ukere_1986	False	True	False
gidigidi	gidigidi	eager, impatient	id.	ukere_1986	False	True	False
gidigidi	gidigidi	describes state of flame or heat	id.	ukere_1986	False	True	False
go	Gò	Gloat  ;  Boast	n.	okrokoto_2020	False	True	False
godogodo	Godogodo	Seldom	n.	okrokoto_2020	False	True	False
gogo	Gogo	Publish ; Display	n.	okrokoto_2020	False	True	False
gogorogo	gogorogo	very tall/high / Very  tall  ;  Very  huge	id.	okrokoto_2020,ukere_1986	True	False	True
goma	Goma	Strong	n.	okrokoto_2020	False	True	False
grogro	grogró	long/tall / Tall / tall /long	a.	grammar_basic_course,okrokoto_2020,ukere_1986	False	True	False
gu	Gu	Make  a  statement	n.	okrokoto_2020	False	True	False
gu	gu	judge	v.i	ukere_1986	False	True	False
gua	gua	drive / Drive	v.t	okrokoto_2020,ukere_1986	True	False	True
gue	gué	frighten	v.t	ukere_1986	False	True	False
guegue	Guegue	Frighten	n.	okrokoto_2020	False	True	False
gugunu	Gugunu	Not  straight	n.	okrokoto_2020	False	True	False
gugunu	gugunu	bent	a.	ukere_1986	False	True	False
gugurugu	Gugurugu	Huge  amount	n.	okrokoto_2020	False	True	False
guma	Guma	Big	n.	okrokoto_2020	False	True	False
gun	gnũ	to state a case	n.	ucla_phonetics	False	True	False
guoguo	guoguo	weak, sluggish	a.	ukere_1986	False	True	False
guo̠no̠	ɡwɔnɔ̃	like, look for	n.	ucla_phonetics	False	True	False
guo̠no̠	ɡwɔ̀nɔ̃̀	find	n.	ucla_phonetics	False	True	False
guọ	guọ	dissolve	v.t	ukere_1986	False	True	False
guọghọ	guọghọ	destroy	v.t	ukere_1986	False	True	False
guọnọ	guọnọ	find, look for	v.t	ukere_1986	False	True	False
guọnọ2 v.i,	guọnọ2 v.i,	want, love	v.t	ukere_1986	False	True	False
gẹngẹn	gẹ́ngẹ́n	very thin	id.	ukere_1986	False	True	False
gẹrẹ	Gẹrẹ	Slant   it  ;  Bent	n.	okrokoto_2020	False	True	False
gọ	gọ	worship	v.t	ukere_1986	False	True	False
h	H	Letter H / sound /h/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
ha	ha	play (e.g. have fun)	v.i	ukere_1986	False	True	False
harhe	harhe	abuse	v.t	ukere_1986	False	True	False
harhọ	Harhọ	Blame  him/her	n.	okrokoto_2020	False	True	False
heha	Heha	Play	n.	okrokoto_2020	False	True	False
hehe	héhé	expresses surprise	excl.	ukere_1986	False	True	False
hirhe	Hirhe	Detour  ;  Return	n.	okrokoto_2020	False	True	False
hi§ẹ	Hiẹ̣	Dig  in  ;  Scramble	n.	okrokoto_2020	False	True	False
ho	ho	fine	v.t	ukere_1986	False	True	False
hra	hra	disorganise/scatter / Scatter  ; undo  the  orderliness	v.t	okrokoto_2020,ukere_1986	True	False	True
hrahrahra	hrahrahra	very dry	id.	ukere_1986	False	True	False
hrahrọ	Hrahrọ	Apply  evenly ; Spread  equally	n.	okrokoto_2020	False	True	False
hrohro	Hrohro	Scratch  out  the  last  remnant	n.	okrokoto_2020	False	True	False
huhu	huhu	close/shut	v.t	ukere_1986	False	True	False
hw	HW	Digraph HW / sound /hʷ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
hwa	hwa	pay / Pay	v.t	okrokoto_2020,ukere_1986	True	False	True
hwa	hwá	tighten	v.t	ukere_1986	False	True	False
hwahwa	hwahwá	narrow / Narrow	a.	grammar_basic_course,okrokoto_2020,ukere_1986	False	True	False
hwe	hwe	kill, break (of glass, bottles, etc)	v.t	ukere_1986	False	True	False
hwe	hwé	punish / Beat ; Punish ; pummel	v.t	okrokoto_2020,ukere_1986	False	True	False
hwehwa	Hwehwa	Make  a  bed	n.	okrokoto_2020	False	True	False
hwehwẹ	Hwehwẹ	Laugh	n.	okrokoto_2020	False	True	False
hweke	hweké	expresses surprise resulting from fear	excl.	ukere_1986	False	True	False
hwerhe	hwerhe	sweep	v.t	ukere_1986	False	True	False
hwihwirihwi	Hwihwirihwi	Very  dark ; More  than  black	n.	okrokoto_2020	False	True	False
hworhẹ	hworhẹ	wash	v.t	ukere_1986	False	True	False
hwrẹhwrẹhwrẹ	hwrẹhwrẹhwrẹ	very clean	id.	ukere_1986	False	True	False
hwẹ	hwẹ	laugh / Laugh	v.i	okrokoto_2020,ukere_1986	True	False	True
hẹhẹre	hẹhẹre	wide	a.	ukere_1986	False	True	False
hẹrhẹ	hẹrhẹ	wait / Wait	v.t	okrokoto_2020,ukere_1986	True	False	True
họ	họ	bathe	v.t	ukere_1986	False	True	False
họ	họ	expresses surprise	excl.	ukere_1986	False	True	False
họ	họ	bath	n.	grammar_basic_course	False	True	False
họh§ọre	Họhọ̣re	Look  alike	n.	okrokoto_2020	False	True	False
họhọ	họhọ	similar	a.	ukere_1986	False	True	False
họhọhọ	Họhọhọ	Heavy	n.	okrokoto_2020	False	True	False
họrhọ	Họrhọ	Boil	n.	okrokoto_2020	False	True	False
i	I	Letter I / sound /i/ [Curriculum: alphabet]	phr.	curriculum_seed,ukere_1986	True	False	True
ibaba	ibába	one's father / Father	n.	okrokoto_2020,ukere_1986	False	True	False
ibabode	ibábode	grandfather	n.	ukere_1986	False	True	False
ibefi	ibefí	hunting	n.	ukere_1986	False	True	False
ibehre	Ibehre	Mud	n.	okrokoto_2020	False	True	False
ibi	Ibi	Charcoal	n.	okrokoto_2020	False	True	False
ibiabọ	ibiabọ	charm for effective wrestling	n.	ukere_1986	False	True	False
ibieta	íbietá	alphabet	n.	ukere_1986	False	True	False
ibivu	Ibivu	Intestine	n.	okrokoto_2020	False	True	False
ibosu	ibósu	red poplin	n.	ukere_1986	False	True	False
ibrebru	íbrébru	tribal marks	n.	ukere_1986	False	True	False
ibrehe	íbrehe	mud	n.	ukere_1986	False	True	False
ibrẹro	ibrẹro	second (of time)	n.	ukere_1986	False	True	False
ibunuku	ibunúku	skirt	n.	ukere_1986	False	True	False
ibẹfi	Ibẹfi	Hunting	n.	okrokoto_2020	False	True	False
ibẹtẹni	ibẹtẹni	maternity home	n.	ukere_1986	False	True	False
ibọkpọ	ibọkpọ	mosquito net	n.	ukere_1986	False	True	False
ichabọ	Ichabọ	Assistant	n.	okrokoto_2020	False	True	False
ichibẹ	ichíbẹ	five kobo (5k)	n.	ukere_1986	False	True	False
ichiyi	ichiyi	footprint	n.	ukere_1986	False	True	False
idjagodo	idjagodo	kerosene tin	n.	ukere_1986	False	True	False
idjahrohro	idjáhróhró	mumps	n.	ukere_1986	False	True	False
idje	idjé	game played by young girls in which they clap hands and jump	n.	ukere_1986	False	True	False
idjedje	Ídjédje	Explanation	n.	okrokoto_2020	False	True	False
idjedje	ídjédje	example	n.	ukere_1986	False	True	False
idjerhe	idjérhe	road / Road	n.	okrokoto_2020,ukere_1986	False	True	False
idjighere	idjíghere	bicycle	n.	ukere_1986	False	True	False
idjo	idjo	horn	n.	ukere_1986	False	True	False
idjogba	idjogbá	raffle/gambling	n.	ukere_1986	False	True	False
idu	ídu	cocoyam	n.	ukere_1986	False	True	False
idọnọ	idọ́nọ	word used in reference to money mostly in the olden days	n.	ukere_1986	False	True	False
idọrọ	idọrọ	cupboard	n.	ukere_1986	False	True	False
ifada	ifada	Roman Catholic Father	n.	ukere_1986	False	True	False
ifiaro	ifiaro	scorn	n.	ukere_1986	False	True	False
ifikirẹ	ífikirẹ́	because (of)	conj.	ukere_1986	False	True	False
ifio	ifio	money or material given to a person in appreciation of a good	n.	ukere_1986	False	True	False
ifo	ifo	work or something done in return for the same gesture	n.	ukere_1986	False	True	False
ifoto	ifotó	picture	n.	ukere_1986	False	True	False
ifọ	Ifọ	Vegetable  ; Water leaf	n.	okrokoto_2020	False	True	False
ifọ	ifọ́	waterleaf	n.	ukere_1986	False	True	False
igabọ	igábọ	shoulder	n.	ukere_1986	False	True	False
igari	igarí	garri	n.	ukere_1986	False	True	False
igbe	igbe	Urhobo traditional religion	n.	ukere_1986	False	True	False
igberadja	igberadja	prostitute / Prostitute	n.	okrokoto_2020,ukere_1986	True	False	True
igbigbi	Igbigbi	Pretence ; Faking	n.	okrokoto_2020	False	True	False
igbo	igbo	Urhobo name for the Igbo people and their language	n.	ukere_1986	False	True	False
igbunegbu	igbunegbú	armed robber	n.	ukere_1986	False	True	False
igbunu	Igbunu	Miracle	n.	okrokoto_2020	False	True	False
igbunu	igbunu	mystery	n.	ukere_1986	False	True	False
igbẹro	ígbẹro	eyebrow	n.	ukere_1986	False	True	False
igbẹyi	igbẹ́yi	wall	n.	ukere_1986	False	True	False
ige	igé	Indian hemp	n.	ukere_1986	False	True	False
igede	igede	drum / Drum	n.	okrokoto_2020,ukere_1986	True	False	True
igedu	igedú	timber	n.	ukere_1986	False	True	False
igho	ighó	money / cowry [Curriculum: object]	n.	curriculum_seed,grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
ighorofan	íghorofán	transport fare	n.	ukere_1986	False	True	False
ighwrẹ	ighwrẹ́	seven (7) [Curriculum: number]	n.	curriculum_seed,ukere_1986	True	False	True
igogerha	ígógérha	triangle	n.	ukere_1986	False	True	False
igogo	ígógó	angle	n.	ukere_1986	False	True	False
igogono	igogono	bucket	n.	ukere_1986	False	True	False
igogẹne	ígógẹ́ne	square	n.	ukere_1986	False	True	False
igoni	Igoni	Handcuff	n.	okrokoto_2020	False	True	False
igovinẹ	igóvinẹ	governor	n.	ukere_1986	False	True	False
iguegu	íguégu	gossip	n.	ukere_1986	False	True	False
ihwe	ihwé	ten (10) [Curriculum: number]	n.	curriculum_seed,ukere_1986	True	False	True
ihwe gbẹ ẹrere	íhwe gbẹ ẹ́rere	eighteen	num.	ukere_1986	False	True	False
ihwegberha	ihwégbẹ́rha	thirteen (13) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbesan	ihwégbesán	sixteen (16) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbighwrẹ	ihwégbighwrẹ́	seventeen (17) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbirhirhi	ihwégbirhírhi	nineteen (19) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbive	ihwégbǐve	twelve (12) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbiyori	ihwégbiyórĩ	fifteen (15) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbẹ esan	íhwegbẹ ésan	sixteen	num.	ukere_1986	False	True	False
ihwegbẹ ighwrẹ	íhwegbẹ íghwrẹ́	seventeen	num.	ukere_1986	False	True	False
ihwegbẹ irhirin	íhwegbẹ írhirin	nineteen	num.	ukere_1986	False	True	False
ihwegbẹne	ihwégbẹ́ne	fourteen (14) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbẹrẹnren	ihwégbẹrẹ́nrẹn	eighteen (18) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwegbọvo	ihwégbọ́vo	eleven (11) [Curriculum: number]	n.	curriculum_seed	False	False	True
ihwerha	íhwérhá	thirteen	num.	ukere_1986	False	True	False
ihwiori	íhwiórí	fifteen	num.	ukere_1986	False	True	False
ihwivẹ	íhwívẹ́	twelve	num.	ukere_1986	False	True	False
ihwẹne	íhwẹ́né	fourteen	num.	ukere_1986	False	True	False
iji	íjí	covenant	n.	ukere_1986	False	True	False
ikadoro	ikadoro	candle	n.	ukere_1986	False	True	False
ikebe	ikebe	buttocks	n.	ukere_1986	False	True	False
ikenekene	ikenekene	hide-and-seek	n.	ukere_1986	False	True	False
ikenike	íkeníke	stilt dance	n.	ukere_1986	False	True	False
ikeri	ikeri	number	n.	ukere_1986	False	True	False
ikoko	ikoko	cocoa	n.	ukere_1986	False	True	False
ikonosha	ikonosha	mattress	n.	ukere_1986	False	True	False
ikoro	íkoro	bangle made of elephant tusks	n.	ukere_1986	False	True	False
ikoro1	íkoro1	cloud	n.	ukere_1986	False	True	False
ikpacha	ikpachá	towel	n.	ukere_1986	False	True	False
ikpakpane	íkpákpáne	(soya) beans	n.	ukere_1986	False	True	False
ikpamaku	ikpámáku	zinc	n.	ukere_1986	False	True	False
ikpekpa	Ikpekpa	Platform   over  the  fireplace	n.	okrokoto_2020	False	True	False
ikpekpa	ikpekpa	shelf	n.	ukere_1986	False	True	False
ikpogri	ikpógri	melon	n.	ukere_1986	False	True	False
ikpukpuyẹkẹ	ikpukpuyẹkẹ	duck	n.	ukere_1986	False	True	False
ikrasi	ikrasi	kerosene	n.	ukere_1986	False	True	False
iku	Iku	Crawfish	n.	okrokoto_2020	False	True	False
iku	Iku	Story	n.	okrokoto_2020	False	True	False
iku	íku	crayfish	n.	ukere_1986	False	True	False
ikun	íkun	story	n.	ukere_1986	False	True	False
ikuru	ikurú	drum	n.	ukere_1986	False	True	False
ikọhọ	Ikọhọ	Egg	n.	okrokoto_2020	False	True	False
ikọkọ	ikọkọ	stammer	n.	ukere_1986	False	True	False
ima	íma	trillion (1,000,000,000,000)	num.	ukere_1986	False	True	False
imagoro	imágoro	mango	n.	ukere_1986	False	True	False
imamiwọta	imamiwọta	mermaid	n.	ukere_1986	False	True	False
imashini	imashini	machine	n.	ukere_1986	False	True	False
imidaka	imidaka	cassava	n.	ukere_1986	False	True	False
iminiti	iminiti	minute (of time)	n.	ukere_1986	False	True	False
imiphopho	ímíphopho	termite	n.	ukere_1986	False	True	False
imu	ímu	excommunication	n.	ukere_1986	False	True	False
imuẹro	ímuẹró	assurance	n.	ukere_1986	False	True	False
imẹjẹ	imẹ́jẹ	table	n.	ukere_1986	False	True	False
imẹjẹrọghwrọrọ	imẹ́jẹrọ́ghwrọrọ	desk	n.	ukere_1986	False	True	False
inama	ináma	cattle	n.	ukere_1986	False	True	False
ine	Ine	Song	n.	okrokoto_2020	False	True	False
inehweri	inehweri	charm for love	n.	ukere_1986	False	True	False
inekuku	inékuku	pigeon	n.	ukere_1986	False	True	False
inemẹ	inémẹ	file	n.	ukere_1986	False	True	False
inene	inéne	one's mother / Mother	n.	okrokoto_2020,ukere_1986	False	True	False
inenode	inénode	grandmother	n.	ukere_1986	False	True	False
inonẹ	inónẹ	today	n.	ukere_1986	False	True	False
inu	ínú	dirt	n.	ukere_1986	False	True	False
inuhu	Inuhu	Dirt	n.	okrokoto_2020	False	True	False
iporoma	Iporoma	Sword	n.	okrokoto_2020	False	True	False
ipẹrẹ	Ipẹrẹ	Nail	n.	okrokoto_2020	False	True	False
ipọto	ipọ́to	pot (imported)	n.	ukere_1986	False	True	False
ipọtọ	ipọtọ́	button / Button	n.	grammar_basic_course,okrokoto_2020,ukere_1986	False	True	False
ire	íre	beans (white)	n.	ukere_1986	False	True	False
iredio	iredio	radio	n.	ukere_1986	False	True	False
irharo	irháro	presence	n.	ukere_1986	False	True	False
irhe	Irhe	Wood	n.	okrokoto_2020	False	True	False
irhibo	irhíbo	pepper	n.	ukere_1986	False	True	False
irhirhi	irhírhi	nine (9) [Curriculum: number]	n.	curriculum_seed	False	False	True
irhirin	írhirin	nine	num.	ukere_1986	False	True	False
irho	Irho	Dew	n.	okrokoto_2020	False	True	False
irhobo	írhóbo	Urhobo name for the Itsekiri people and their language	n.	ukere_1986	False	True	False
irhue	irhue	liver	n.	ukere_1986	False	True	False
irhuo	irhuó	mode of dressing	n.	ukere_1986	False	True	False
iriorha gbẹ ujorin	iriórha gbẹ ujórin	seven hundred	num.	ukere_1986	False	True	False
iroba	iróba	rubber tree, rubber	n.	ukere_1986	False	True	False
iroro	iroro	thought / Thought  ;  To  think	n.	okrokoto_2020,ukere_1986	True	False	True
irosu	irósu	rice	n.	ukere_1986	False	True	False
irueru	íruéru	activity	n.	ukere_1986	False	True	False
iruo	Iruo	Work	n.	okrokoto_2020	False	True	False
iruo	íruo	job	n.	ukere_1986	False	True	False
iruobọ	íruobọ	handiwork	n.	ukere_1986	False	True	False
iruorugbobọ	íruorugbóbọ	manual work	n.	ukere_1986	False	True	False
isa	Isa	Ring	n.	okrokoto_2020	False	True	False
isabato	isabato	shoe	n.	ukere_1986	False	True	False
isama	isáma	sardine	n.	ukere_1986	False	True	False
isara	isara	saw, carpenter's implement	n.	ukere_1986	False	True	False
isene	iséné	camwood	n.	ukere_1986	False	True	False
isha	ísha	beans (brown) / Beans	n.	okrokoto_2020,ukere_1986	False	True	False
ishasha	ísháshá	black pepper / Small  seeds  like  alligator pepper  from  a	n.	okrokoto_2020,ukere_1986	False	True	False
ishene	ishéne	ten kobo (10k)	n.	ukere_1986	False	True	False
ishene ihwe	ishéne íhwe	one Naira (N1)	n.	ukere_1986	False	True	False
ishene iyorin	ishéne íyorin	fifty kobo (50k)	n.	ukere_1986	False	True	False
ishu	Ishu	Lice	n.	okrokoto_2020	False	True	False
ishuawusa	ishuáwúsá	bedbugs	n.	ukere_1986	False	True	False
isi	isí	East, also used in addressing a group of people / Multitude  of  people	n.	okrokoto_2020,ukere_1986	False	True	False
isigati	isigáti	cigarette	n.	ukere_1986	False	True	False
isio	ísio	star / Star	n.	okrokoto_2020,ukere_1986	False	True	False
isiorho	isiórho	foreign land	n.	ukere_1986	False	True	False
isirogbo	isírógbo	special bed designed for a bride on circumcision	n.	ukere_1986	False	True	False
isodje	isódje	soldier	n.	ukere_1986	False	True	False
isọn	ís̃ɔ̃̀	faeces	n.	ucla_phonetics	False	True	False
isuesu	ísuésu	administration	n.	ukere_1986	False	True	False
isueta	isuéta	cardigan	n.	ukere_1986	False	True	False
isẹ	isẹ	amen	n.	ukere_1986	False	True	False
isẹ	isẹ́	proverb / Proverb	n.	okrokoto_2020,ukere_1986	False	True	False
isọ	ísọ	excreta, stool, faeces / Excreta	n.	okrokoto_2020,ukere_1986	False	True	False
itaba	ítába	tobacco	n.	ukere_1986	False	True	False
itason	itáson	pot (imported)	n.	ukere_1986	False	True	False
itetebe	itetebe	water lettuce	n.	ukere_1986	False	True	False
itiani	itiani	blanket	n.	ukere_1986	False	True	False
itiro	itiró	black eyeliner substance used by women as cosmetic on the eyes	n.	ukere_1986	False	True	False
itomatosi	itomátosi	tomato	n.	ukere_1986	False	True	False
itonotono	itonotono	turkey	n.	ukere_1986	False	True	False
itu	itú	mushroom / Mushroom	n.	okrokoto_2020,ukere_1986	False	True	False
itutu	itutu	fungus	n.	ukere_1986	False	True	False
itẹ	Itẹ	Proverb  directed  at  a specific  person	n.	okrokoto_2020	False	True	False
itẹ	itẹ́	parable-like statement	n.	ukere_1986	False	True	False
itọshi	itọshi	torch	n.	ukere_1986	False	True	False
ive	ǐve	two (2) [Curriculum: number]	n.	curriculum_seed	False	False	True
iveve	ívévé	promise	n.	ukere_1986	False	True	False
iviẹwa	iviẹwa	guarantor	n.	ukere_1986	False	True	False
ivuemiovwo	ivuémióvwó	annoyance	n.	ukere_1986	False	True	False
ivwirhi	ívwirhi	smoke	n.	ukere_1986	False	True	False
ivwo	ivwo	bud	n.	ukere_1986	False	True	False
ivworhiya	ivworhíya	tapioca	n.	ukere_1986	False	True	False
ivwori	ívwori	stream	n.	ukere_1986	False	True	False
ivwri	Ivwri	Tailor  Ant	n.	okrokoto_2020	False	True	False
ivwri	ivwri	fat / Fat ;  Animal/ Fish  fat	n.	okrokoto_2020,ukere_1986	True	False	True
ivwri	ivwri	ants that build their nest beneath the leaves	n.	ukere_1986	False	True	False
ivwrite	ivwríte	scrotum	n.	ukere_1986	False	True	False
ivwughẹ	ivwughẹ	foam	n.	ukere_1986	False	True	False
ivẹ	ívẹ	two	num.	ukere_1986	False	True	False
iwurhie	íwurhie	ash	n.	ukere_1986	False	True	False
iyako	íyáko	gum (teeth)	n.	ukere_1986	False	True	False
iyawọ	íyáwọ	soldier ant	n.	ukere_1986	False	True	False
iye	iye	word for appreciating an ideal situation	excl.	ukere_1986	False	True	False
iye	íye	sacrifice	n.	ukere_1986	False	True	False
iyesi	iyési	horse / Horse	n.	okrokoto_2020,ukere_1986	False	True	False
iyori	iyórĩ	five (5) [Curriculum: number]	n.	curriculum_seed,ukere_1986	True	False	True
iyorin	íyorin	five	num.	ukere_1986	False	True	False
iyẹnrẹn	iyẹnrẹn	news	n.	ukere_1986	False	True	False
iyẹsiri	iyẹ́siri	gospel	n.	ukere_1986	False	True	False
izegede	Izegede	Unfinished   building ;Un-completed,	n.	okrokoto_2020	False	True	False
izobo	izóbo	offering	n.	ukere_1986	False	True	False
izẹbu	izẹbu	counterfeit (of money)	a.	ukere_1986	False	True	False
izẹn	izẹn	strawberry	n.	ukere_1986	False	True	False
ígue	ìɡw̃ɛ̃̀	to kneel	n.	ucla_phonetics	False	True	False
ímwó	íŋwũ̀	shirt, robe	n.	ucla_phonetics	False	True	False
j	J	Letter J / sound /dʒ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
je	Je	Admire ;  Like	n.	okrokoto_2020	False	True	False
ji	ji	send	v.t	ukere_1986	False	True	False
jio	Jio	Send  him/her	n.	okrokoto_2020	False	True	False
jiro	jiro	praise / Praise  him	v.t	okrokoto_2020,ukere_1986	True	False	True
jokpa	Jokpa	Except ; Unless	n.	okrokoto_2020	False	True	False
jokpa nẹ	jokpa nẹ	unless	conj.	ukere_1986	False	True	False
joma	joma	almost	adv.	ukere_1986	False	True	False
jomaotọ	jomaótọ	be careful	a.	ukere_1986	False	True	False
jomaotọ	jomaótọ	carefully	adv.	ukere_1986	False	True	False
jovwo	jovwo	leave off	v.i	ukere_1986	False	True	False
jovwo	jovwo	Do  not  proceed  ;  Discontinue / discontinue	n.	grammar_basic_course,okrokoto_2020	True	False	True
jurhi	Jurhi	Proclaim  an  edit ; Make  a  law  or  regulation	n.	okrokoto_2020	False	True	False
jẹ	Jẹ	Pick ; Selecting  in  turns	n.	okrokoto_2020	False	True	False
jẹ	jẹ	choose	v.t	ukere_1986	False	True	False
jẹ	jẹ	speak	v.t	ukere_1986	False	True	False
jẹ	jẹ́	let	v.t	ukere_1986	False	True	False
jẹ	jẹ́	yet	conj.	ukere_1986	False	True	False
k	K	Letter K / sound /k/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
kada	kada	response of kings and chiefs to the greetings and praise-singing of their	exp.	ukere_1986	False	True	False
kaka	Kaka	Not  at  all	n.	okrokoto_2020	False	True	False
kakan	kákán	at all	adv.	ukere_1986	False	True	False
kare	kare	lock	v.t	ukere_1986	False	True	False
kare	kare	scratch	v.t	ukere_1986	False	True	False
karohọ	karohọ	Remember  ;  Do  not  forget / remember	n.	grammar_basic_course,okrokoto_2020	True	False	True
karovwiyọ	karovwiyọ	remember	v.i	ukere_1986	False	True	False
kasakasa	kasakasa	anywhere	n.	ukere_1986	False	True	False
ke	ke	give	v.t	ukere_1986	False	True	False
ken	Ken	Sour	n.	okrokoto_2020	False	True	False
kere	kere	count	v.t	ukere_1986	False	True	False
kerhọ	kerhọ	listen / Listen	v.i	okrokoto_2020,ukere_1986	True	False	True
kidia	kidia	sit	v.t	ukere_1986	False	True	False
